"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P17596","2026-01-24","22177","20245","5268","40","1932","38","1906"
"P4N","P37556","2026-01-24","26132","23065","7173","55","3067","1627","1454"
"P4N","P8414N","2026-01-24","12510","11585","3749","27","925","42","888"
"P4N","P77258","2026-01-25","13323","12351","3943","20","972","24","949"
"P4N","P57111","2026-01-25","15231","14175","4424","18","1056","26","1034"
"P4N","P17233","2026-01-25","6083","5614","1128","3","469","12","458"
"P4N","P28457","2026-01-27","17386","16131","4512","24","1255","26","1231"
"P4N","P14524","2026-01-27","19353","17683","5029","30","1670","48","1624"
"P4N","P78013","2026-01-25","25045","22407","8913","76","2638","66","2581"
"P4N","P17355","2026-01-27","22322","20315","6707","67","2007","50","1968"
"P4N","P33209","2026-01-27","15082","13949","4124","32","1133","32","1103"
"P4N","P47293","2026-01-27","34922","32675","8213","71","2247","57","2201"
"P4N","P68891","2026-01-27","18158","16827","4661","36","1331","52","1280"
"P4N","P77431","2026-01-27","13661","12706","3180","34","955","27","930"
"P4N","P36472","2026-01-27","14662","13489","3855","21","1173","27","1147"
"P4N","P38424","2026-01-27","7291","6516","2182","20","775","19","756"
"P4N","P17356","2026-01-10","14945","13924","3596","33","1021","22","1002"
"P4N","P12010","2026-01-10","32863","30842","16459","70","2021","57","1977"
"P4N","P27015","2026-01-10","1992","1992","0","0","0","0","0"
"P4N","P78501","2026-01-10","14276","13396","2478","32","880","27","870"
"P4N","P2184N","2026-01-07","15505","11762","7713","80","3743","119","3667"
"P4N","P37560","2026-01-08","1501","921","861","16","580","36","549"
"P4N","P54543","2026-01-28","22636","21194","4588","42","1442","42","1401"
"P4N","P33132","2026-01-28","16765","15743","6177","30","1022","25","998"
"P4N","P14553","2026-01-28","18663","17170","5502","67","1493","48","1446"
"P4N","P8194N","2026-01-28","12268","11624","2211","33","644","19","633"
"P4N","P29124","2026-01-28","11633","10632","3129","22","1001","18","988"
"P4N","P38458","2026-01-28","12032","11414","2973","21","618","12","609"
"P4N","P78003","2026-01-28","10886","10076","5297","23","810","20","794"
"P4N","P2264N","2026-01-10","4074","4074","0","0","0","0","0"
"P4N","P2044N","2026-01-13","11274","9814","4588","34","1460","58","1409"
"P4N","P78005","2026-01-13","19241","17509","6527","21","1732","37","1696"
"P4N","P35271","2026-01-28","4625","4062","1552","7","563","10","554"
"P4N","P27256","2026-01-16","2833","2607","716","4","226","6","222"
"P4N","P12004","2026-02-03","43924","41574","23840","133","2350","97","2276"
"P4N","P28912","2026-02-02","15752","14807","5100","44","945","35","913"
"P4N","P37348","2026-01-17","16447","15305","4409","26","1142","30","1114"
"P4N","P68842","2026-01-16","16768","15552","4253","42","1216","31","1186"
"P4N","P17589","2026-01-17","25145","22762","6905","78","2383","78","2316"
"P4N","P76517","2026-01-17","12595","11662","3429","28","933","30","911"
"P4N","P24224","2026-01-16","15828","14881","3634","32","947","22","932"
"P4N","P75432","2026-01-16","19223","17815","4930","50","1408","31","1387"
"P4N","P73259","2026-01-16","5935","5625","2098","4","310","111","200"
"P4N","P27267","2026-01-22","15130","13918","3808","25","1212","35","1182"
"P4N","P17431","2026-01-22","21641","19817","5740","48","1824","40","1793"
"P4N","P17317","2026-01-22","16689","15899","3630","27","790","20","771"
"P4N","P17328","2026-01-22","14971","13566","4317","26","1405","35","1373"
"P4N","P77518","2026-01-21","13263","12482","2737","14","781","28","756"
"P4N","P14118","2026-01-22","23708","22310","10573","28","1398","22","1380"
"P4N","P77578","2026-01-21","16699","15211","4538","33","1488","38","1459"
"P4N","P17272","2026-01-21","17997","16605","3905","47","1392","53","1349"
"P4N","P2244N","2026-01-22","16908","15296","5168","39","1612","47","1573"
"P4N","P26909","2026-01-21","10564","9594","3055","25","970","26","951"
"P4N","P17963","2026-01-22","5956","5619","938","8","337","10","329"
"P4N","P2140U","2026-01-22","2611","2611","0","0","0","0","0"
"P4N","P41140","2026-01-01","10009","9144","6063","71","865","57","857"
"P4N","P14121","2026-01-01","6752","6100","2372","21","652","9","650"
"P4N","P4814N","2026-01-01","6226","5844","2154","22","382","15","372"
"P4N","P14530","2026-01-01","9766","8813","3720","40","953","30","925"
"P4N","P24505","2026-01-15","18530","16660","5138","38","1870","39","1835"
"P4N","P27997","2026-01-15","22403","19805","6270","47","2598","51","2551"
"P4N","P14533","2026-01-14","15027","13859","2589","34","1168","23","1154"
"P4N","P36272","2026-01-14","16277","15353","2914","42","924","27","901"
"P4N","P14107","2026-01-14","11113","10416","3163","19","697","29","676"
"P4N","P29985","2026-01-14","20974","18566","7660","57","2408","57","2364"
"P4N","P27586","2026-01-14","20676","18487","5360","55","2189","56","2137"
"P4N","P14515","2026-01-14","25353","22899","6797","55","2454","49","2410"
"P4N","P77259","2026-01-15","12897","11650","3642","34","1247","25","1233"
"P4N","P27258","2026-01-14","10025","9189","2222","20","836","15","821"
"P4N","P67845","2026-01-14","12984","11734","3602","28","1250","32","1225"
"P4N","P16008","2026-01-14","26727","25440","9631","59","1287","58","1241"
"P4N","P78285","2026-02-01","16008","14713","4380","22","1295","35","1261"
"P4N","P17405","2026-02-02","13260","12536","3286","24","724","31","695"
"P4N","P17335","2026-02-02","17753","16478","5346","48","1275","33","1245"
"P4N","P37514","2026-02-02","24197","22592","7467","62","1605","52","1553"
"P4N","P47369","2026-02-02","16092","15288","4009","41","804","27","777"
"P4N","P28457","2026-02-01","19410","18229","4830","38","1181","33","1148"
"P4N","P76502","2026-02-01","16641","15834","3406","21","807","35","773"
"P4N","P14546","2026-02-01","19918","18424","6244","45","1494","37","1458"
"P4N","P27997","2026-02-01","19900","17811","6243","42","2089","65","2035"
"P4N","P14509","2026-02-01","17923","16302","5603","36","1621","32","1589"
"P4N","P76508","2026-02-01","13168","12482","2891","26","686","15","672"
"P4N","P17244","2026-02-01","13433","12751","2909","23","682","20","662"
"P4N","P57111","2026-01-19","14079","13239","4564","29","840","18","827"
"P4N","P17341","2026-01-20","17624","16565","4768","45","1059","34","1039"
"P4N","P41140","2026-01-20","18574","17130","8505","26","1444","23","1424"
"P4N","P76269","2026-01-20","13545","12759","3170","21","786","25","767"
"P4N","P61886","2026-01-19","16744","15549","3790","27","1195","33","1165"
"P4N","P44501","2026-01-19","22664","20867","5473","40","1797","44","1757"
"P4N","P38257","2026-01-12","3987","3987","0","0","0","0","0"
"P4N","P27283","2026-01-12","20490","18663","6429","45","1827","45","1788"
"P4N","P8274N","2026-01-12","9773","9262","1805","22","511","13","507"
"P4N","P14231","2026-01-13","12529","11643","2781","17","886","28","864"
"P4N","P8414N","2026-01-12","12849","12218","4206","24","631","14","617"
"P4N","P91007","2026-01-12","36949","34189","17725","89","2760","79","2692"
"P4N","P17139","2026-01-13","7159","6573","3124","9","586","12","577"
"P4N","P14523","2026-01-13","14003","12735","3777","24","1268","22","1250"
"P4N","P37542","2026-01-13","11468","10856","1578","18","612","15","598"
"P4N","P14521","2026-01-12","21396","19925","4752","41","1471","40","1432"
"P4N","P36962","2026-01-13","26915","23856","9639","111","3059","68","3026"
"P4N","P24526","2026-01-09","15686","14380","4366","43","1306","30","1277"
"P4N","P26996","2026-01-09","22508","19401","8352","86","3107","112","3030"
"P4N","P76021","2026-01-09","18519","16474","7066","37","2045","65","1992"
"P4N","P37267","2026-01-09","18871","17901","3884","30","970","30","944"
"P4N","P77530","2026-01-08","9057","8563","1917","12","494","15","483"
"P4N","P12116","2026-01-08","6743","6529","1135","3","214","4","210"
"P4N","P17335","2026-01-09","3413","3331","305","3","82","1","81"
"P4N","P37295","2026-02-03","9955","9396","2485","29","559","19","540"
"P4N","P33292","2026-02-02","14902","13825","3683","73","1077","49","1028"
"P4N","P37510","2026-01-20","149","146","24","2","3","0","3"
"P4N","P27419","2026-01-23","9726","8947","2553","22","779","25","758"
"P4N","P2645U","2026-01-23","34325","30905","9595","73","3420","86","3342"
"P4N","P17339","2026-01-23","15477","14447","4003","19","1030","44","990"
"P4N","P62889","2026-01-23","17744","16261","4324","31","1483","43","1442"
"P4N","P14545","2026-01-23","24960","23246","5688","60","1714","37","1680"
"P4N","P23994","2026-01-23","17702","14584","5668","47","3118","2025","1103"
"P4N","P17417","2026-01-02","9868","8663","4015","52","1205","40","1193"
"P4N","P76505","2026-01-29","5864","5478","1214","13","386","8","383"
"P4N","P17233","2026-01-29","12186","11281","3173","21","905","18","887"
"P4N","P27519","2026-01-30","2530","2469","2469","28","61","3","58"
"P4N","P14544","2026-01-30","11881","10609","3154","28","1272","20","1254"
"P4N","P12225","2026-01-29","9478","8665","2328","19","813","22","792"
"P4N","P38458","2026-01-29","15047","14038","3500","22","1009","32","978"
"P4N","P27263","2026-01-30","14001","13054","3639","36","947","36","913"
"P4N","P38467","2026-01-29","1944","1915","73","1","29","0","29"
"P4N","P76529","2026-01-18","11353","10517","2290","23","836","35","806"
"P4N","P26967","2026-01-18","21499","18505","8250","63","2994","56","2941"
"P4N","P77576","2026-01-18","20209","18946","4067","22","1263","33","1237"
"P4N","P17583","2026-01-18","12456","11192","3612","32","1264","30","1235"
"P4N","P76010","2026-01-17","31162","28530","16436","61","2632","53","2586"
"P4N","P7934N","2026-01-16","20404","18041","6596","41","2363","69","2305"
"P4N","P47414","2026-01-03","8808","7954","3308","24","854","37","825"
"P4N","P13954","2026-01-03","12987","10985","5696","42","2002","71","1955"
"P4N","P14563","2026-01-03","3244","2638","2638","13","606","35","576"
"P4N","P73278","2026-01-03","10116","9693","3136","32","423","22","418"
"P4N","P39418","2026-01-03","7822","6719","3445","49","1103","46","1093"
"P4N","P8324N","2026-01-21","8816","8425","1166","5","391","10","382"
"P4N","P77426","2026-02-09","1428","1090","1090","10","338","6","332"
"P4N","P37563","2026-02-08","13957","13125","3830","36","832","16","816"
"P4N","P2846U","2026-02-06","18338","16621","7220","91","1717","60","1660"
"P4N","P24555","2026-02-09","7226","6798","1958","8","428","6","422"
"P4N","P14541","2026-02-08","15023","14298","3732","65","725","16","710"
"P4N","P29907","2026-02-08","6726","6424","1633","10","302","9","294"
"P4N","P37551","2026-02-09","3275","3049","946","12","226","10","216"
"P4N","P77575","2026-02-08","8878","8610","1253","7","268","9","259"
"P4N","P38458","2026-02-08","13585","12709","3510","40","876","35","842"
"P4N","P47343","2026-02-09","10964","10403","2708","29","561","24","538"
"P4N","P44501","2026-02-08","10626","9897","3353","45","729","20","712"
"P4N","P36447","2026-02-08","14149","13383","4232","25","766","14","752"
"P4N","P12225","2026-02-08","13734","12988","3908","24","746","26","720"
"P4N","P17364","2026-02-09","6282","5812","2011","31","470","15","455"
"P4N","P73278","2026-01-05","12732","11771","4315","38","961","38","932"
"P4N","P78501","2026-01-04","11896","10635","4810","63","1261","61","1236"
"P4N","P45905","2026-01-04","8251","7487","2640","28","764","23","742"
"P4N","P37419","2026-01-05","8938","8333","2653","8","605","16","593"
"P4N","P37295","2026-01-05","8151","7370","2675","10","781","17","767"
"P4N","P37365","2026-01-04","13087","11893","4724","44","1194","43","1175"
"P4N","P74007","2026-01-04","19580","16907","14615","40","2673","76","2608"
"P4N","P78004","2026-01-04","13952","11319","6680","37","2633","65","2581"
"P4N","P24211","2026-01-04","12003","10645","5134","56","1358","54","1334"
"P4N","P47340","2026-01-04","8149","7399","3092","23","750","19","740"
"P4N","P27539","2026-01-05","12352","10902","4713","27","1450","38","1418"
"P4N","P37532","2026-01-05","14560","13175","4671","28","1385","33","1361"
"P4N","P14539","2026-01-04","15012","12836","6136","48","2176","63","2124"
"P4N","P14520","2026-01-04","11271","9805","4649","58","1466","42","1425"
"P4N","P37466","2026-01-04","16958","14895","6752","74","2063","76","2024"
"P4N","P17126","2026-01-04","8114","7537","3954","28","577","22","573"
"P4N","P78004","2026-01-18","29528","26163","9833","70","3365","66","3302"
"P4N","P57111","2026-02-05","10905","10492","2443","20","413","11","402"
"P4N","P12225","2026-02-05","14985","14116","3737","25","869","27","842"
"P4N","P37536","2026-02-05","13146","12508","3086","27","638","21","617"
"P4N","P29991","2026-02-04","11178","10594","5042","29","584","8","580"
"P4N","P68843","2026-02-04","392","392","0","0","0","0","0"
"P4N","P37420","2026-01-26","15291","14436","2594","30","855","32","825"
"P4N","P17327","2026-01-26","16503","15024","3859","19","1479","31","1451"
"P4N","P37274","2026-01-26","15218","14333","3120","27","885","22","878"
"P4N","P77537","2026-01-25","15623","14419","3715","39","1204","26","1181"
"P4N","P8264N","2026-01-25","6237","5869","834","12","368","11","360"
"P4N","P25201","2026-01-25","4587","4501","609","0","86","1","85"
"P4N","P26208","2026-01-25","8872","8110","2373","23","762","20","752"
"P4N","P91007","2026-01-25","45003","42021","20282","98","2982","92","2904"
"P4N","P1902U","2026-01-21","1730","1663","169","2","67","4","63"
"P4N","P8224N","2026-01-04","7946","7330","3042","31","616","29","597"
"P4N","P13013","2026-01-11","31441","27915","10988","108","3526","81","3459"
"P4N","P2274N","2026-01-11","23422","21690","5745","52","1732","74","1677"
"P4N","P17265","2026-01-11","10111","9483","2445","27","628","19","613"
"P4N","P37351","2026-01-11","17003","15105","4855","50","1898","59","1849"
"P4N","P27515","2026-01-11","16870","15743","4042","39","1127","39","1096"
"P4N","P33132","2026-01-11","15302","14298","6163","11","1004","23","985"
"P4N","P78002","2026-01-11","8598","8533","100","0","65","1","64"
"P4N","P17417","2026-01-06","8119","6986","2818","57","1133","29","1109"
"P4N","P14001","2026-01-06","20713","18372","7863","48","2341","71","2285"
"P4N","P17309","2026-01-06","11720","10030","3591","75","1690","56","1668"
"P4N","P69840","2026-01-06","9194","8048","3052","31","1146","41","1120"
"P4N","P6854N","2026-01-06","18483","18483","8088","48","0","1","5"
"P4N","P2284N","2026-02-06","21076","19900","9120","40","1176","28","1153"
"P4N","P24974","2026-02-07","40956","38713","24760","75","2243","49","2199"
"P4N","P14518","2026-02-07","18216","16861","5030","56","1355","27","1330"
"P4N","P38451","2026-01-31","20682","18341","5795","51","2341","63","2297"
"P4N","P69885","2026-01-31","6017","5625","1297","9","392","6","387"
"P4N","P26208","2026-01-31","12036","10922","3286","35","1114","27","1089"
"P4N","P7854N","2026-01-31","45398","41976","26622","92","3422","59","3379"
"P4N","P37253","2026-01-31","12835","11941","3087","19","894","22","873"
"P4N","P47293","2026-01-07","11170","9877","2767","31","1293","36","1263"
"P4N","P17566","2026-01-07","7135","6149","2073","27","986","38","959"
"P4N","P4904N","2026-01-07","6180","5551","1886","16","629","17","618"
"P4N","P37510","2026-01-07","7425","6471","2267","24","954","26","930"
"P4N","P33203","2026-01-07","8370","7363","2229","21","1007","33","986"
"P4N","P17314","2026-02-06","13341","12422","3668","27","919","26","895"
"P4N","P66897","2026-02-06","14262","13186","3332","30","1076","44","1032"
"P4N","P37466","2026-02-06","11870","11286","2308","25","584","15","569"
"P4N","P17306","2026-02-06","14793","13901","3836","20","892","20","874"
"P4N","P37577","2026-01-24","18482","16816","5275","27","1666","41","1630"
"P4N","P17327","2026-01-24","16334","14467","4916","43","1867","34","1841"
"P4N","P26215","2026-01-23","1955","1863","175","1","92","4","89"
"P4N","P12216","2026-01-24","17678","16376","4339","42","1302","41","1263"
"P4N","P37353","2026-01-24","1647","1641","16","1","6","1","6"
"P4N","P47414","2026-01-27","14386","13602","3466","35","784","21","765"
"P4N","P37281","2026-01-27","13068","12187","3292","44","881","25","858"
"P4N","P17421","2026-01-27","5673","5297","1397","28","376","13","364"
"P4N","P73278","2026-01-27","17483","16155","4074","51","1328","40","1300"
"P4N","P6854N","2026-01-27","14924","14924","4179","25","0","1","1"
"P4N","P47281","2026-01-27","13796","12865","3899","19","931","31","903"
"P4N","P77258","2026-01-26","1328","1328","0","0","0","0","0"
"P4N","P6544N","2026-01-21","1455","1455","4","0","0","0","0"
"P4N","P8214N","2026-01-27","3939","3772","492","2","167","7","160"
